frame,t_s,x_px_filt,y_px_filt,x_mm_abs,y_mm_abs,angle_deg_raw,mm_per_px,x_mm,y_mm,angle_deg_unwrapped,vx_mm_s,vy_mm_s,speed_mm_s,angular_vel_dps
549,4.5438859000000775,176.47635451283548,273.53647628987017,39.77396123112783,61.6492177282669,-5.387332192458965,0.2253784159409015,0.0,-0.0,-3.203841342714197,,,,
550,4.548725500000273,176.47871921292568,273.53843883565116,39.77449418348833,61.64966004372623,-5.233008430679294,0.2253784159409015,0.0005329523605013264,-0.0004423154593311551,-4.290248867190881,,,,
551,4.560855800000354,176.48348748145406,273.540302763112,39.77556884829603,61.650080132744776,-5.398866090432734,0.2253784159409015,0.001607617168204456,-0.0008624044778784423,-5.364461524429968,,,,
552,4.565613600000233,176.48435911401586,273.54234802964515,39.775765295462094,61.6505410916762,-5.432037622383422,0.2253784159409015,0.0018040643342658313,-0.0013233634093055002,-5.358768769729743,-0.16196012823493225,-0.046887932229693244,0.1686106797526539,
553,4.576817800000299,176.46972259100397,273.5428135699113,39.77246653909079,61.65064601440394,-5.371063286195435,0.2253784159409015,-0.0014946920370348948,-0.0014282861370418232,-5.357630218789699,-0.23312851371102256,-0.036569325478437074,0.23597927763059684,3.086459593891763
554,4.581788400000278,176.45306297196976,273.542861290427,39.768711820542684,61.650656769578184,-5.3588684189578375,0.2253784159409015,-0.005249410585143721,-0.0014390413112863598,-5.3180580261798145,-0.2807554342556105,-0.01398595923196562,0.28110357685325643,2.9256390246790023
555,4.592872300000181,176.44097875568775,273.54481871616144,39.765988299019156,61.65109793108953,-5.227315675979068,0.2253784159409015,-0.007972932108671671,-0.0018802028226332368,-5.310143587657838,-0.45354197857843825,-0.019482044802287882,0.45396021455907665,2.636527045816106
556,4.608464000000367,176.43063348286725,273.53940292122786,39.7636566978184,61.64987732780634,-5.201005127383314,0.2253784159409015,-0.010304533309430042,-0.0006595995394391707,-5.322082428469066,-0.4365697528779105,-0.029835483688998916,0.4375880542414708,-1.5605009955726237
557,4.611900300000343,176.41809080479885,273.5412990945648,39.76082984890368,61.650304684349365,-5.392465429773538,0.2253784159409015,-0.013131382224145227,-0.0010869560824673385,-5.337991925146937,-0.4050029912596931,-0.07069796062693648,0.4111272607917248,-2.951405938484095
558,4.624195900000359,176.406658168729,273.5446341608482,39.75825317949623,61.65105633630538,-5.430757490251583,0.2253784159409015,-0.015708051631598607,-0.0018386080384829029,-5.380518306904388,-0.35546832559083646,-0.0706158566889263,0.3624145826457096,-7.086093102756063
559,4.627829200000178,176.3970251073678,273.5479627394308,39.756082095385985,61.65180652607365,-5.438415902347192,0.2253784159409015,-0.0178791357418433,-0.002588797806751586,-5.428368065677755,-0.28933015772365117,-0.108698619810426,0.3090749587350687,-4.756277884514646
560,4.640447600000243,176.3971345422228,273.55016817509204,39.756106759640254,61.65230358366945,-5.439947584766314,0.2253784159409015,-0.01785447148757413,-0.003085855402552795,-5.398593535010552,-0.0969657725738421,-0.08576029255091266,0.12944956094657176,-3.0210305678143996
561,4.643856099999994,176.39987415069243,273.5518639431871,39.75672420825744,61.65268577319651,-5.440253921250138,0.2253784159409015,-0.01723702287038975,-0.0034680449296118354,-5.392638628877112,-0.10258282775588393,-0.09524922991256193,0.1399844718150175,1.4005456972027641
562,4.656399400000282,176.4076200574485,273.5524023261288,39.75846996845215,61.652807113091086,-5.243592776437528,0.2253784159409015,-0.015491262675681128,-0.0035893848241883575,-5.391447647650423,-0.004648820164673204,-0.06052919326253562,0.06070745230971944,0.636326360134576
563,4.659957000000304,176.40386882051448,273.55411620653217,39.75762452061414,61.65319338474151,-5.400982959584381,0.2253784159409015,-0.016336710513691344,-0.003975656474615619,-5.391209451405084,0.20171806373890921,-0.046761528038167924,0.20706718171414562,1.1591439840964717
564,4.671838100000059,176.39818171318527,273.5558493030979,39.75634276937299,61.653583987300166,-5.432460996213751,0.2253784159409015,-0.017618461754835835,-0.004366259033268705,-5.351817329734139,0.17191683303317196,0.0011560243276041993,0.17192071972976827,-2.1859432607865443
565,4.675003600000309,176.412701556226,273.55543571444633,39.75961522859723,61.65349077334503,-5.438756603539625,0.2253784159409015,-0.014346002530601254,-0.004273045078129201,-5.383283387821828,0.06790428493272141,0.10899539506518081,0.1284172420574397,-1.3771090031801945
566,4.6882588000003125,176.41459201503307,273.54793943398266,39.76004129720856,61.651801273528676,-5.2432933128954256,0.2253784159409015,-0.013919933919268601,-0.002583545261778397,-5.350232117017491,0.1355531993125904,0.1610542723299569,0.21050688463708445,-1.8245483254824626
567,4.691608800000267,176.40893059653172,273.5400686597652,39.75876533567475,61.65002737090332,-5.4009230668759605,0.2253784159409015,-0.015195895453075536,-0.0008096426364190279,-5.343621862856625,0.09825041460728973,0.1438789136436242,0.17422481385202798,1.5243046725768037
568,4.704052000000047,176.41448469381066,273.5316922748046,39.76001710932146,61.64813951452958,-5.235726605562693,0.2253784159409015,-0.01394412180636806,0.0010782137373155365,-5.342299812024453,-0.12759526805871013,0.12514716785708754,0.17872427382318312,3.4464725126290388
