frame,t_s,x_px_filt,y_px_filt,x_mm_abs,y_mm_abs,y_mm_abs_2,angle_deg_raw,angle_deg_raw2,angle_deg,mm_per_px,x_mm,y_mm,y_mm_origin,angle_deg_unwrapped,vx_mm_s,vy_mm_s,speed_mm_s,angular_vel_dps
556,4.609363,119.4148443,265.2508469,26.95429674,-59.87237245,59.87237245,0.147623006,-0.147623006,7.352376994,0.225719816,0.000319279,0.007715053,-0.007715053,7.391126906,-0.114458824,0.065177675,0.131715419,4.014236101
557,4.6211465,119.4126958,265.2503033,26.95381178,-59.87224975,59.87224975,0.147621144,-0.147621144,7.352378856,0.225719816,-0.000165678,0.007592354,-0.007592354,7.39889097,-0.116154712,0.092500835,0.148486773,4.040178115
558,4.63672,119.4012639,265.2330241,26.95123137,-59.86834951,59.86834951,-0.046189883,0.046189883,7.546189883,0.225719816,-0.002746083,0.003692108,-0.003692108,7.400443782,-0.109497599,0.087287364,0.140031454,0.280898028
559,4.6404131,119.3984174,265.2304209,26.95058886,-59.86776192,59.86776192,0.108858566,-0.108858566,7.391141434,0.225719816,-0.003388602,0.003104521,-0.003104521,7.400754345,-0.138858435,0.067034723,0.154192474,0.062912439
560,4.6529966,119.3978488,265.231441,26.95046052,-59.86799216,59.86799216,0.139868256,-0.139868256,7.360131744,0.225719816,-0.003516942,0.003334765,-0.003334765,7.400816457,-0.131832126,0.057985489,0.144020924,-3.285494819
561,4.6568928,119.3926141,265.2325886,26.94927892,-59.86825121,59.86825121,0.146070193,-0.146070193,7.353929807,0.225719816,-0.004698532,0.003593812,-0.003593812,7.362066749,-0.089749921,-0.010453347,0.090356631,-3.529800324
562,4.6688374,119.3922953,265.234432,26.94920697,-59.86866728,59.86866728,0.147310581,-0.147310581,7.352689419,0.225719816,-0.004770487,0.004009884,-0.004009884,7.354316807,-0.050113444,-0.049295309,0.070294984,-3.641820111
563,4.6735184,119.3932227,265.2363347,26.9494163,-59.86909678,59.86909678,0.147558659,-0.147558659,7.352441341,0.225719816,-0.004561157,0.004439379,-0.004439379,7.352766819,-0.036666891,-0.059932692,0.070259437,-0.335676112
564,4.6849654,119.3944502,265.2381151,26.94969337,-59.86949863,59.86949863,0.147608274,-0.147608274,7.352391726,0.225719816,-0.00428409,0.004841233,-0.004841233,7.352456821,0.029071545,-0.052578914,0.060080754,-0.123519142
565,4.6899844,119.3957183,265.2397045,26.94997962,-59.86985741,59.86985741,0.147618197,-0.147618197,7.352381803,0.225719816,-0.003997838,0.005200013,-0.005200013,7.352394822,0.04213462,-0.058363336,0.071983368,-0.01352596
566,4.7008255,119.3969395,265.2411319,26.95025525,-59.87017959,59.87017959,0.147620182,-0.147620182,7.352379818,0.225719816,-0.003722206,0.005522192,-0.005522192,7.352382422,0.037276646,-0.044070669,0.057721505,-0.004689278
567,4.7051681,119.3980802,265.2423585,26.95051273,-59.87045645,59.87045645,0.147620579,-0.147620579,7.352379421,0.225719816,-0.003464727,0.005799057,-0.005799057,7.352379942,0.041822678,-0.045791774,0.062016312,-0.000585926
568,4.7167276,119.3991264,265.2433975,26.95074888,-59.87069099,59.87069099,0.147620658,-0.147620658,7.352379342,0.225719816,-0.003228577,0.006033595,-0.006033595,7.352379446,0.033347385,-0.033948526,0.047587294,-0.000211959
569,4.7212602,119.4000688,265.2442753,26.95096162,-59.87088912,59.87088912,0.147620674,-0.147620674,7.352379326,0.225719816,-0.003015842,0.00623172,-0.00623172,7.352379347,0.035620551,-0.033692438,0.049030644,-2.21E-05
570,4.7341412,119.4009053,265.2449754,26.95115041,-59.87104714,59.87104714,0.147620677,-0.147620677,7.352379323,0.225719816,-0.002827042,0.006389744,-0.006389744,7.352379327,0.0027065,-0.019832329,0.020016154,-8.10E-06
571,4.7386188,119.4016351,265.2455395,26.95131515,-59.87117447,59.87117447,0.147620678,-0.147620678,7.352379322,0.225719816,-0.002662309,0.006517077,-0.006517077,7.352379323,-0.142661377,-0.001177159,0.142666234,-8.35E-07
572,4.7487169,119.3969252,265.2452914,26.95025203,-59.87111848,59.87111848,0.147620678,-0.147620678,7.352379322,0.225719816,-0.003725425,0.006461083,-0.006461083,7.352379322,-0.153401326,0.007083547,0.153564786,-3.37E-07
573,4.7521648,119.3861347,265.2441766,26.9478164,-59.87086683,59.87086683,0.147620678,-0.147620678,7.352379322,0.225719816,-0.006161058,0.006209434,-0.006209434,7.352379322,-0.127941166,0.004100598,0.128006862,-0.970523167
574,4.7646591,119.3857602,265.2443098,26.94773187,-59.87089691,59.87089691,0.147620678,-0.147620678,7.352379322,0.225719816,-0.006245584,0.006239516,-0.006239516,7.316001301,-0.124902918,0.012447989,0.125521677,-1.701533938
575,4.7679767,119.3878467,265.2447094,26.94820283,-59.87098709,59.87098709,0.147620678,-0.147620678,7.352379322,0.225719816,-0.005774625,0.006329697,-0.006329697,7.308725697,-0.071353617,0.008972025,0.071915478,-1.736571072
576,4.7818203,119.3910348,265.2438937,26.94892245,-59.87080299,59.87080299,0.329510784,-0.329510784,7.170489216,0.225719816,-0.005055009,0.00614559,-0.00614559,7.307270576,0.078546776,-0.007070899,0.078864401,-0.793513421
577,4.7853523,119.393577,265.2440789,26.94949628,-59.87084479,59.87084479,0.183998699,-0.183998699,7.316001301,0.225719816,-0.004481173,0.00618739,-0.00618739,7.306979552,0.10573126,-0.011889615,0.106397661,-0.064196822
578,4.7968041,119.3957633,265.2444456,26.94998976,-59.87092757,59.87092757,0.154896282,-0.154896282,7.345103718,0.225719816,-0.003987696,0.006270169,-0.006270169,7.306921347,0.083069701,-0.007671579,0.083423188,3.627369876
579,4.8001193,119.3976602,265.2448349,26.95041794,-59.87101542,59.87101542,0.149075799,-0.149075799,7.350924201,0.225719816,-0.003559514,0.006358026,-0.006358026,7.343287727,0.086871317,-0.013084045,0.087851112,3.84229865
580,4.8130521,119.3993018,265.2451839,26.95078847,-59.87109422,59.87109422,0.147911702,-0.147911702,7.352088298,0.225719816,-0.003188987,0.006436819,-0.006436819,7.350561003,0.058935099,-0.011517406,0.06004995,3.953344043
581,4.8174863,119.4006963,265.2454543,26.95110325,-59.87115525,59.87115525,0.147678883,-0.147678883,7.352321117,0.225719816,-0.002874203,0.006497848,-0.006497848,7.352015658,-0.063024195,0.004032054,0.063153042,0.305204162
582,4.8290454,119.4018632,265.2456592,26.95136665,-59.8712015,59.8712015,0.147632319,-0.147632319,7.352367681,0.225719816,-0.002610811,0.006544103,-0.006544103,7.352306589,-0.090821968,0.009517536,0.091319294,1.213165506
583,4.8329108,119.3921585,265.2444516,26.9491761,-59.87092892,59.87092892,0.147623006,-0.147623006,7.352376994,0.225719816,-0.004801352,0.00627152,-0.00627152,7.365009353,-0.074110985,0.046990965,0.087752999,1.173126621
584,4.8451287,119.3916264,265.2444015,26.94905598,-59.8709176,59.8709176,0.147621144,-0.147621144,7.352378856,0.225719816,-0.004921475,0.006260203,-0.006260203,7.367549905,-0.080796663,0.050212553,0.095128341,1.210610623
585,4.8488208,119.3934617,265.2414364,26.94947025,-59.87024832,59.87024832,0.084397886,-0.084397886,7.415602114,0.225719816,-0.004507202,0.005590919,-0.005590919,7.368058016,-0.080192408,0.049488194,0.094233241,0.118039853
586,4.8606903,119.3954369,265.2413131,26.94991609,-59.87022049,59.87022049,0.13497612,-0.13497612,7.36502388,0.225719816,-0.004061366,0.005563089,-0.005563089,7.368159638,0.054257229,0.027058504,0.060630104,0.049150186
587,4.8767199,119.3972696,265.2418545,26.95032978,-59.87034269,59.87034269,0.145091766,-0.145091766,7.354908234,0.225719816,-0.003647677,0.005685289,-0.005685289,7.368179962,0.061287931,0.024640488,0.066055765,-1.2130579
588,4.880184,119.3988894,265.2424933,26.95069539,-59.8704869,59.8704869,0.147114896,-0.147114896,7.352885104,0.225719816,-0.003282064,0.005829498,-0.005829498,7.35553945,0.053400938,-0.018286104,0.056445033,-1.283409914
589,4.8926688,119.40029,265.2431108,26.95101153,-59.87062627,59.87062627,0.147519521,-0.147519521,7.352480479,0.225719816,-0.002965926,0.005968877,-0.005968877,7.353011348,0.049468669,-0.020583522,0.053580133,-1.329663896
590,4.8963462,119.4014755,265.2436543,26.95127914,-59.87074895,59.87074895,0.147600447,-0.147600447,7.352399553,0.225719816,-0.002698321,0.006091549,-0.006091549,7.352505727,-0.069218479,-0.008123836,0.069693576,-0.116048747
591,4.9087422,119.4024586,265.2441564,26.95150103,-59.87086228,59.87086228,0.147616632,-0.147616632,7.352383368,0.225719816,-0.00247643,0.006204878,-0.006204878,7.352404603,-0.132531432,0.004580474,0.132610563,-0.050269131
592,4.9126651,119.3925935,265.2432061,26.94927428,-59.87064779,59.87064779,0.147619869,-0.147619869,7.352380131,0.225719816,-0.004703178,0.005990393,-0.005990393,7.352384378,-0.274099404,0.021361121,0.274930502,-0.004548995
593,4.9247901,119.381258,265.2420302,26.94671564,-59.87038235,59.87038235,0.147620516,-0.147620516,7.352379484,0.225719816,-0.007261813,0.005724953,-0.005724953,7.352380333,-0.319661477,0.031394477,0.321199429,-0.001907459
594,4.9282593,119.3707681,265.2409122,26.94434785,-59.87013,59.87013,0.147620646,-0.147620646,7.352379354,0.225719816,-0.009629604,0.005472606,-0.005472606,7.352379524,-0.524513173,0.057489726,0.527654373,-0.913185937
595,4.9415409,119.3616453,265.2399232,26.94228867,-59.86990676,59.86990676,0.147620671,-0.147620671,7.352379329,0.225719816,-0.011688786,0.005249363,-0.005249363,7.316001341,-0.478387091,0.059519127,0.482075446,-9.815529534
596,4.9456627,119.3432685,265.2377075,26.93814066,-59.86940665,59.86940665,0.147620677,-0.147620677,7.352379323,0.225719816,-0.015836794,0.004749249,-0.004749249,7.205918927,-0.508101166,-0.248645604,0.565677851,-16.23838454
597,4.9570758,119.3262289,265.2344299,26.93429448,-59.86866683,59.86866683,0.329510784,-0.329510784,7.170489216,0.225719816,-0.01968298,0.004009429,-0.004009429,6.986002206,-0.355473643,-0.432525634,0.559857067,
598,4.9608417,119.3202295,265.2597717,26.93294029,-59.87438697,59.87438697,0.698032589,-0.698032589,6.801967411,0.225719816,-0.021037167,0.009729574,-0.009729574,6.839212084,-0.44735866,-0.737914418,0.862929579,
599,4.9728553,119.3245203,265.304834,26.93390882,-59.88455841,59.88455841,1.24720425,-1.24720425,6.25279575,0.225719816,-0.020068636,0.019901018,-0.019901018,6.647904062,-0.249592073,-0.859878131,0.895369535,
600,4.9762805,119.3151961,265.3277496,26.93180416,-59.88973093,59.88973093,0.881571282,-0.881571282,6.618428718,0.225719816,-0.022173302,0.025073534,-0.025073534,6.484070482,-0.056490945,-1.176229607,1.177585375,
601,4.9887636,119.3142269,265.3547646,26.93158538,-59.89582873,59.89582873,1.104160784,-1.104160784,6.395839216,0.225719816,-0.022392073,0.031171337,-0.031171337,6.392160547,0.02768949,-0.950929751,0.951332801,
602,4.9925749,119.3248393,265.3803782,26.93398082,-59.90161023,59.90161023,1.148678684,-1.148678684,6.351321316,0.225719816,-0.01999664,0.036952833,-0.036952833,6.409728801,0.033897364,-1.023937048,1.024497979,-2.457517831
603,5.0046177,119.3281104,265.4013155,26.93471917,-59.90633622,59.90633622,1.157582264,-1.157582264,6.342417736,0.225719816,-0.019258291,0.041678818,-0.041678818,6.354099233,0.161076792,-0.769694318,0.786368283,-1.182372742
604,5.007763,119.3296663,265.4182,26.93507037,-59.91014737,59.91014737,1.15936298,-1.15936298,6.34063702,0.225719816,-0.01890709,0.04548997,-0.04548997,6.34297332,0.180201441,-0.812042095,0.831796203,-1.21239305
605,5.020357,119.3308621,265.4315306,26.93534028,-59.91315635,59.91315635,1.159719123,-1.159719123,6.340280877,0.225719816,-0.018637177,0.048498951,-0.048498951,6.399891356,0.020765936,-0.51073614,0.511158125,1.478950097
606,5.0236521,119.3320022,265.4417526,26.93559762,-59.91546366,59.91546366,1.159790352,-1.159790352,6.340209648,0.225719816,-0.018379837,0.050806258,-0.050806258,6.411274963,0.005915116,-0.487040633,0.487076552,2.717643249
607,5.0363879,119.3224853,265.4423397,26.93344948,-59.91559618,59.91559618,0.864088502,-0.864088502,6.635911498,0.225719816,-0.020527977,0.050938782,-0.050938782,6.413551685,-0.00899149,-0.258911563,0.259067644,6.772800429
608,5.0399599,119.3222805,265.446675,26.93340325,-59.91657475,59.91657475,1.100664228,-1.100664228,6.399335772,0.225719816,-0.020574212,0.051917348,-0.051917348,6.473150248,-0.110480745,-0.093716805,0.144875238,7.53357621
609,5.0523466,119.3243178,265.4505741,26.93386311,-59.91745484,59.91745484,1.147979373,-1.147979373,6.352020627,0.225719816,-0.020114344,0.052797447,-0.052797447,6.544213179,-0.160186524,0.071547239,0.175438678,3.223781247
610,5.0558704,119.3167305,265.4414094,26.9321505,-59.91538619,59.91538619,0.861726307,-0.861726307,6.638273693,0.225719816,-0.021826962,0.050728793,-0.050728793,6.499282547,0.030712005,0.05106469,0.05958884,-2.577483836
611,5.0683708,119.307292,265.4344261,26.93002004,-59.91380993,59.91380993,0.804475693,-0.804475693,6.695524307,0.225719816,-0.023957417,0.049152535,-0.049152535,6.49029642,0.052989781,0.099167456,0.112437099,-4.677456109
612,5.0715637,119.3184078,265.436022,26.93252909,-59.91417015,59.91417015,1.088741666,-1.088741666,6.411258334,0.225719816,-0.021448362,0.049512753,-0.049512753,6.488499195,0.056357289,0.109511098,0.123161782,1.302114298
613,5.0842985,119.3239619,265.4379087,26.93378277,-59.91459601,59.91459601,1.14559486,-1.14559486,6.35440514,0.225719816,-0.020194683,0.049938618,-0.049938618,6.554568507,0.044751983,0.318920944,0.322045507,0.596425594
614,5.100494,119.3278338,265.4392959,26.93465674,-59.91490913,59.91490913,1.156965499,-1.156965499,6.343034501,0.225719816,-0.019320718,0.050251737,-0.050251737,6.50863915,0.08370968,0.303367772,0.314705125,-0.174996568
615,5.1036867,119.3201386,265.4161823,26.93291978,-59.90969194,59.90969194,0.531379748,-0.531379748,6.968620252,0.225719816,-0.021057677,0.045034542,-0.045034542,6.499453279,-0.033609591,0.301328947,0.303197524,-1.953132929
616,5.1162428,119.3214935,265.4134938,26.93322561,-59.90908509,59.90908509,1.034122477,-1.034122477,6.465877523,0.225719816,-0.020751842,0.044427696,-0.044427696,6.497616104,-0.040683546,0.297668925,0.30043625,4.255288435
617,5.1199653,119.3247791,265.4155225,26.93396724,-59.90954301,59.90954301,1.134671022,-1.134671022,6.365328978,0.225719816,-0.02001022,0.04488561,-0.04488561,6.556391888,-0.020264736,0.344681328,0.345276523,2.129194001
618,5.1322626,119.3282155,265.4183414,26.93474289,-59.91017928,59.91017928,1.154780732,-1.154780732,6.345219268,0.225719816,-0.019234563,0.045521886,-0.045521886,6.44257507,0.097695603,0.012300865,0.09846696,5.895507321
619,5.1355246,119.3304708,265.4152238,26.93525195,-59.90947558,59.90947558,0.863086578,-0.863086578,6.636913422,0.225719816,-0.018725503,0.044818181,-0.044818181,6.478954925,0.014372319,0.160701209,0.161342624,0.818981402
620,5.148523,119.333106,265.4168247,26.93584677,-59.90983695,59.90983695,1.100463843,-1.100463843,6.399536157,0.225719816,-0.018130687,0.045179551,-0.045179551,6.48623082,-0.195528839,0.203525861,0.282230939,4.023318792
621,5.1525923,119.3260343,265.4025765,26.93425055,-59.90662085,59.90662085,0.852223201,-0.852223201,6.647776799,0.225719816,-0.019726906,0.041963451,-0.041963451,6.487685922,-0.93640242,0.246398053,0.96827759,-2.327601259
622,5.1645924,119.2808303,265.3977328,26.92404712,-59.90552751,59.90552751,1.098291549,-1.098291549,6.401708451,0.225719816,-0.029930338,0.040870112,-0.040870112,6.392883483,-1.216970758,0.185003752,1.230952564,-10.38560631
623,5.1676393,119.231678,265.3955376,26.91295246,-59.90503202,59.90503202,1.147505218,-1.147505218,6.352494782,0.225719816,-0.041024992,0.040374626,-0.040374626,6.320933188,-2.31051144,0.049865211,2.31104947,-13.70125596
624,5.1808334,119.1587992,265.4008711,26.89650227,-59.90623589,59.90623589,1.337098776,-1.337098776,6.162901224,0.225719816,-0.057475187,0.041578498,-0.041578498,6.194410102,-2.490923532,-0.145932712,2.495194661,
625,5.1841253,119.0797255,265.4111309,26.87865378,-59.90855173,59.90855173,1.460215318,-1.460215318,6.039784682,0.225719816,-0.07532368,0.043894329,-0.043894329,6.068369783,-3.333415041,-0.479259387,3.367691405,
626,5.1965597,119.0084243,265.4215236,26.86255969,-59.91089756,59.91089756,1.484838626,-1.484838626,6.015161374,0.225719816,-0.091417766,0.046240167,-0.046240167,5.913137534,-2.891693207,-0.58197139,2.94967461,
627,5.1996372,118.9393982,265.4430045,26.84697912,-59.91574624,59.91574624,1.728493146,-1.728493146,5.771506854,0.225719816,-0.106998337,0.051088838,-0.051088838,5.734719258,-3.601977199,-1.046604592,3.750949335,
628,5.2122185,118.8595425,265.4625654,26.8289541,-59.92016152,59.92016152,1.923666464,-1.923666464,5.576333536,0.225719816,-0.125023356,0.055504122,-0.055504122,5.499777409,-2.689850021,-1.08386664,2.90001035,
629,5.2152691,118.7946948,265.4951961,26.8143167,-59.92752692,59.92752692,2.229190156,-2.229190156,5.270809844,0.225719816,-0.139660757,0.062869519,-0.062869519,5.253530845,-3.095183465,-1.766990981,3.564045147,
630,5.2283411,118.7448144,265.5467269,26.8030577,-59.93915843,59.93915843,2.634924564,-2.634924564,4.865075436,0.225719816,-0.150919759,0.074501038,-0.074501038,5.05276931,-2.212861608,-1.603704428,2.732878407,
631,5.2314327,118.6993281,265.5960933,26.79279054,-59.95030142,59.95030142,2.716071445,-2.716071445,4.783928555,0.225719816,-0.161186922,0.085644026,-0.085644026,4.890393263,-2.351378098,-2.076385551,3.136934159,
632,5.2442157,118.6624533,265.6390822,26.78446718,-59.96000487,59.96000487,2.732300822,-2.732300822,4.767699178,0.225719816,-0.169510281,0.095347471,-0.095347471,4.78899212,-1.437484544,-1.695353712,2.222742905,
633,5.2472088,118.6342718,265.6750751,26.77810604,-59.96812918,59.96812918,2.735546697,-2.735546697,4.764453303,0.225719816,-0.175871414,0.10347178,-0.10347178,4.768711891,-1.452302852,-1.857252106,2.357661756,-5.004597384
634,5.2604798,118.6208234,265.705016,26.77507048,-59.97488743,59.97488743,2.736195872,-2.736195872,4.763804128,0.225719816,-0.178906974,0.110230037,-0.110230037,4.764655846,-0.792620771,-1.1771495,1.419129533,-2.447368762
635,5.2635901,118.6079341,265.7284314,26.77216111,-59.98017275,59.98017275,2.736325707,-2.736325707,4.763674293,0.225719816,-0.181816343,0.115515357,-0.115515357,4.763844637,-0.61253519,-1.223894775,1.368618932,-0.193032788
636,5.2764132,118.6066516,265.7400073,26.77187162,-59.98278566,59.98278566,2.736351674,-2.736351674,4.763648326,0.225719816,-0.18210584,0.118128266,-0.118128266,4.763682395,-0.164157915,-0.693586708,0.712748443,-0.094792751
637,5.2793868,118.6099358,265.7530866,26.77261294,-59.9857379,59.9857379,2.736356867,-2.736356867,4.763643133,0.225719816,-0.18136452,0.121080505,-0.121080505,4.763649946,-0.101751663,-0.681592997,0.689146149,-0.008021408
638,5.2923722,118.6166449,265.7566997,26.7741273,-59.98655346,59.98655346,2.736357906,-2.736357906,4.763642094,0.225719816,-0.179850155,0.121896059,-0.121896059,4.763643457,0.090018306,-0.358016733,0.369160232,-0.003946238
639,5.2954133,118.6177671,265.7627528,26.77438061,-59.98791977,59.98791977,2.736358114,-2.736358114,4.763641886,0.225719816,-0.179596846,0.123262369,-0.123262369,4.763642159,0.101839009,-0.324706195,0.340301773,1.782224463
640,5.3083024,118.6191062,265.7674018,26.77468288,-59.98896913,59.98896913,2.736358155,-2.736358155,4.763641845,0.225719816,-0.179294577,0.124311732,-0.124311732,4.832567909,-0.045801625,0.160679248,0.16707965,2.065817422
641,5.3245149,118.6217298,265.7700746,26.77527508,-59.98957245,59.98957245,2.736358164,-2.736358164,4.763641836,0.225719816,-0.178702378,0.124915049,-0.124915049,4.846353059,-0.057510351,0.183813437,0.192600156,-0.91447951
642,5.3276015,118.6150444,265.7504639,26.77376603,-59.98514592,59.98514592,2.391728115,-2.391728115,5.108271885,0.225719816,-0.180211425,0.120488522,-0.120488522,4.818754789,0.095075755,0.238593424,0.256838901,-4.285840239
643,5.3410096,118.6184942,265.7473236,26.77454473,-59.98443709,59.98443709,2.667432156,-2.667432156,4.832567844,0.225719816,-0.179432723,0.119779697,-0.119779697,4.754845318,0.151795491,0.190420589,0.243519756,-5.950704702
644,5.3440938,118.6300569,265.74972,26.77715466,-59.98497801,59.98497801,2.874349468,-2.874349468,4.625650532,0.225719816,-0.176822794,0.120320608,-0.120320608,4.742063424,0.271956411,0.278209545,0.389051205,-4.887737277
645,5.3565203,118.6469609,265.7674623,26.78097022,-59.9889828,59.9889828,3.055905508,-3.055905508,4.444094492,0.225719816,-0.173007235,0.124325407,-0.124325407,4.670581035,0.388783015,0.003702309,0.388800643,2.799088968
646,5.3595065,118.6553926,265.7621476,26.78287342,-59.98778315,59.98778315,2.800267634,-2.800267634,4.699732366,0.225719816,-0.171104034,0.123125756,-0.123125756,4.725210567,0.290331904,0.341262659,0.44805448,5.231484996
647,5.3725997,118.6609165,265.7585758,26.7841203,-59.98697694,59.98697694,2.749140059,-2.749140059,4.750859941,0.225719816,-0.169857162,0.122319544,-0.122319544,4.766491775,0.130977239,0.396788872,0.417847396,8.041388344
648,5.3756835,118.6549848,265.7347947,26.78278138,-59.98160907,59.98160907,2.394284494,-2.394284494,5.105715506,0.225719816,-0.171196081,0.116951675,-0.116951675,4.774748016,0.262291492,0.242000159,0.356876594,1.986150905
649,5.3885553,118.6578048,265.7289639,26.78341791,-59.98029294,59.98029294,2.667943431,-2.667943431,4.832056569,0.225719816,-0.170559544,0.115635539,-0.115635539,4.776399264,0.15561645,0.155701742,0.220135213,0.969128422
650,5.3917992,118.6716533,265.7447181,26.7865438,-59.98384897,59.98384897,3.0146243,-3.0146243,4.4853757,0.225719816,-0.167433652,0.119191575,-0.119191575,4.776729514,0.188324297,0.169225934,0.253186606,0.078408912
651,5.4046589,118.677576,265.7464136,26.78788066,-59.98423168,59.98423168,2.792011393,-2.792011393,4.707988607,0.225719816,-0.1660968,0.119574285,-0.119574285,4.776795564,0.246717529,-0.095180106,0.264440526,0.037050613
652,5.4077972,118.6811738,265.7446173,26.78869275,-59.98382623,59.98382623,2.747488811,-2.747488811,4.752511189,0.225719816,-0.165284703,0.11916883,-0.11916883,4.776808774,0.248047455,-0.049886024,0.253014141,3.419455627
653,5.4202197,118.6733471,265.7215776,26.78692612,-59.97862571,59.97862571,2.393954244,-2.393954244,5.106045756,0.225719816,-0.167051337,0.113968312,-0.113968312,4.904127242,0.024629485,0.218204698,0.219590305,5.811060324
654,5.4237662,118.6742286,265.7164128,26.78712508,-59.9774599,59.9774599,2.667877381,-2.667877381,4.832122619,0.225719816,-0.166852372,0.112802506,-0.112802506,4.929590936,0.024041366,0.23800695,0.239218092,5.945811061
655,5.4362343,118.6657514,265.7029222,26.78521163,-59.97441481,59.97441481,2.378031958,-2.378031958,5.121968042,0.225719816,-0.168765831,0.109757408,-0.109757408,4.934683675,-0.014599185,0.204880199,0.205399689,2.629807665
656,5.4396178,118.6672656,265.7018841,26.78555341,-59.9741805,59.9741805,2.664692924,-2.664692924,4.835307076,0.225719816,-0.168424043,0.109523098,-0.109523098,4.935702146,0.025705606,0.351642859,0.352581166,0.241892158
657,5.4521886,118.6709172,265.7039134,26.78637764,-59.97463855,59.97463855,2.722025117,-2.722025117,4.777974883,0.225719816,-0.167599813,0.109981152,-0.109981152,4.935905841,0.025634836,0.284878921,0.286029971,-6.761842679
658,5.4555321,118.6717958,265.6868426,26.78657595,-59.97078533,59.97078533,2.388861887,-2.388861887,5.111138113,0.225719816,-0.167401505,0.106127935,-0.106127935,4.867020569,0.102093262,0.175609517,0.203129852,-7.223637073
659,5.4682372,118.6749337,265.6871297,26.78728423,-59.97085012,59.97085012,2.66685891,-2.66685891,4.83314109,0.225719816,-0.166693222,0.106192727,-0.106192727,4.853243515,0.092557146,0.143753545,0.17097341,-7.508582485
660,5.4715228,118.6782644,265.6915273,26.78803606,-59.97184276,59.97184276,2.722458315,-2.722458315,4.777541685,0.225719816,-0.165941399,0.107185359,-0.107185359,4.850488104,0.114204728,0.085575581,0.142709145,-2.450468409
661,5.4843216,118.6812887,265.6966321,26.78871869,-59.97299502,59.97299502,2.733578196,-2.733578196,4.766421804,0.225719816,-0.165258769,0.108337623,-0.108337623,4.781011088,0.110221464,-0.161015941,0.195127918,-9.197541049
662,5.4877112,118.6838987,265.7015476,26.78930782,-59.97410453,59.97410453,2.735802172,-2.735802172,4.764197828,0.225719816,-0.164669639,0.109447133,-0.109447133,4.708725869,0.257993699,-0.467396199,0.533872602,-10.10749252
663,5.500269,118.6860904,265.7060265,26.78980253,-59.97511552,59.97511552,2.736246967,-2.736246967,4.763753033,0.225719816,-0.164174922,0.110458127,-0.110458127,4.663913524,0.23710483,-0.456540378,0.514439323,-9.257923309
664,5.5033813,118.6970467,265.7272192,26.7922756,-59.97989913,59.97989913,3.028285007,-3.028285007,4.471714993,0.225719816,-0.16170186,0.115241736,-0.115241736,4.654951055,0.239499993,-0.476571429,0.533367203,-2.194497743
665,5.5166283,118.7043463,265.7417642,26.79392325,-59.98318223,59.98318223,2.946520039,-2.946520039,4.553479961,0.225719816,-0.160054206,0.11852483,-0.11852483,4.653158561,0.201654215,-0.408696895,0.455738493,-10.46669294
666,5.5196129,118.7052099,265.7442789,26.79411818,-59.98374985,59.98374985,2.77839054,-2.77839054,4.72160946,0.225719816,-0.159859278,0.119092454,-0.119092454,4.568440474,0.227195018,-0.457579376,0.510878128,-8.416143099
667,5.53228,118.7043443,265.743603,26.7939228,-59.98359728,59.98359728,2.744764641,-2.744764641,4.755235359,0.225719816,-0.160054655,0.118939879,-0.118939879,4.609886673,0.070319275,-0.167601163,0.181755194,-7.572566436
668,5.5484127,118.7162873,265.7668257,26.79661856,-59.98883911,59.98883911,3.159837404,-3.159837404,4.340162596,0.225719816,-0.157358893,0.124181712,-0.124181712,4.648531213,0.035735655,-0.103010792,0.109033299,2.746691375
669,5.5514169,118.7164234,265.7679851,26.7966493,-59.9891008,59.9891008,2.821054013,-2.821054013,4.678945987,0.225719816,-0.157328159,0.124443407,-0.124443407,4.656260121,-0.023350552,0.009118127,0.025067678,3.498843723
670,5.5641641,118.7136823,265.7637431,26.79603057,-59.9881433,59.9881433,2.753297335,-2.753297335,4.746702665,0.225719816,-0.157946891,0.123485901,-0.123485901,4.726731913,-0.068485721,0.096823207,0.118596068,6.804461876
671,5.5674181,118.7103648,265.7584025,26.79528176,-59.98693782,59.98693782,2.739746,-2.739746,4.760254,0.225719816,-0.158695701,0.122280423,-0.122280423,4.766796044,-0.037105545,0.031502068,0.048674447,6.153525003
672,5.5803443,118.6965579,265.7325999,26.79216525,-59.98111366,59.98111366,2.392405682,-2.392405682,5.107594318,0.225719816,-0.161812205,0.116456261,-0.116456261,4.77480887,-0.041657896,0.050949508,0.065812101,4.470294072
673,5.5836919,118.7013631,265.7422625,26.79324988,-59.9832947,59.9832947,2.95951675,-2.95951675,4.54048325,0.225719816,-0.160727582,0.118637307,-0.118637307,4.776411435,-0.057342591,0.074371231,0.093910876,0.374766284
674,5.5961691,118.7006704,265.7417027,26.79309352,-59.98316834,59.98316834,2.780989883,-2.780989883,4.719010117,0.225719816,-0.160883939,0.118510948,-0.118510948,4.776731948,-0.018065819,0.010905298,0.021102117,
675,5.599478,118.6988092,265.7388848,26.79267341,-59.9825323,59.9825323,2.745284509,-2.745284509,4.754715491,0.225719816,-0.161304044,0.117874899,-0.117874899,4.649480225,0.143283158,-0.193143873,0.240488293,
