frame,t_s,x_px_raw,y_px_raw,angle_deg_raw,mm_per_px,x_px_filt,y_px_filt,pos_outlier,x_mm,y_mm,angle_deg_unwrapped,vx_mm_s,vy_mm_s,speed_mm_s,angular_vel_dps,tail_trimmed
0,0.0,237.66537475585938,316.2852783203125,0.0,0.16981132075471697,237.6154988606771,316.2504374186198,0,0.0,0.0,0.0,-0.009419110498715695,-0.07655101974087841,0.07712832337057103,0.0,0
1,0.03330438378825475,237.59661865234375,316.23724365234375,0.0,0.16981132075471697,237.61206817626953,316.2337875366211,0,-0.0005825690503442615,-0.002827338452618733,0.0,-0.05626397080711948,-0.02433270212158443,0.06130020231224488,0.0,0
2,0.0666087675765095,237.58450317382812,316.2287902832031,0.0,0.16981132075471697,237.61180419921874,316.22041015625,0,-0.0006273953419864142,-0.005098969081664961,0.0,-0.07444650207302746,0.04120601506405446,0.08508946672983893,0.0,0
3,0.09991315136476427,237.60177612304688,316.183837890625,0.0,0.16981132075471697,237.5823944091797,316.2361206054687,0,-0.005621510631634408,-0.002431156950187585,0.0,-0.08036741924794893,0.08511016960027229,0.11705837452298194,0.0,0
4,0.133217535153019,237.61074829101562,316.1669006347656,0.0,0.16981132075471697,237.55709533691407,316.282763671875,0,-0.009917579506932839,0.005489363760311505,0.0,-0.09860034828748916,0.1628857774407624,0.19040432026321186,0.0,0
5,0.16652191894127377,237.51832580566406,316.36383056640625,0.0,0.16981132075471697,237.53668823242188,316.3338989257812,0,-0.013382936873526319,0.014172708763254604,0.0,-0.11278658679235232,0.23993213036024605,0.26511929642988064,0.0,0
6,0.19982630272952853,237.47012329101562,316.470458984375,0.0,0.16981132075471697,237.5153778076172,316.3935180664063,0,-0.017001688255454894,0.024296713775058265,0.0,-0.07245142451062773,0.24212923124533478,0.25273656944944867,0.0,0
7,0.2331306865177833,237.4824676513672,316.4844665527344,0.0,0.16981132075471697,237.50120239257814,316.4556945800781,0,-0.019408834205485448,0.034854989681591064,0.0,-0.018603780581771506,0.18511664170733144,0.18604911095980872,0.0,0
8,0.266435070306038,237.49522399902344,316.48193359375,0.0,0.16981132075471697,237.51134643554687,316.4735595703125,0,-0.017686260871172976,0.037888667268560994,0.0,0.03172725711461846,0.1171621163169831,0.12138196053735245,0.0,0
9,0.2997394540942928,237.5398712158203,316.477783203125,0.0,0.16981132075471697,237.53885192871093,316.46429443359375,0,-0.013015516748971834,0.03631534216538057,0.0,0.06970349238385079,0.0443030144466519,0.08259136722179741,0.0,0
10,0.33304383788254754,237.5690460205078,316.4531555175781,0.0,0.16981132075471697,237.56780090332032,316.44879150390625,0,-0.008099653136056872,0.033682769199579354,0.0,0.08450124692822647,-0.028126625777469032,0.08905934993054289,0.0,0
11,0.3663482216708023,237.60765075683594,316.42413330078125,0.0,0.16981132075471697,237.58373107910157,316.436962890625,0,-0.005394528946787602,0.031674136755597715,0.0,0.0647833556993665,-0.049045764799060594,0.08125497043501655,0.0,0
12,0.39965260545905706,237.62721252441406,316.4069519042969,0.0,0.16981132075471697,237.58406677246094,316.42811279296876,0,-0.005337524414066763,0.030171289983783822,0.0,0.01777286565782054,-0.03572000560684192,0.03989728755496738,0.0,0
