frame,t_s,x_px_filt,y_px_filt,mm_per_px,x_mm,y_mm,angle_deg_raw,angle_deg_unwrapped,angular_vel_dps,vx_mm_s,vy_mm_s,speed_mm_s
152,0.0,375.01239681464193,727.6517088303781,0.12304817675552832,0.0,0.0,87.77947711431709,76.0725472995179,24.647873874279405,-0.0031260574729845324,0.00015233747690534898,0.003129767088981595
153,0.09503896597605017,375.0097420469832,727.6516792477867,0.12304817675552832,-0.0003266643201157316,-3.640083938378294e-06,87.77093472750597,78.99884831616795,41.065982859719206,-0.00394064409066579,0.0005414517482630231,0.003977668393040865
154,0.19007793195210035,375.00756785613726,727.6519441527805,0.12304817675552832,-0.0005941945396283088,2.8955992568969585e-05,87.77497781498171,80.75756419255713,30.80466211887176,-0.004224622633120706,0.00047875031837484576,0.004251662999300361
155,0.28511689792815054,375.00326588520767,727.6529634368819,0.12304817675552832,-0.0011235442189695278,0.00015437704284252703,87.77775136611811,87.78115294285163,24.6478284758663,-0.0043235208827436785,0.00031111617032218914,0.004334700231268205
156,0.3801558639042007,374.99934489376744,727.6531879237355,0.12304817675552832,-0.0016060150667632413,0.00018199974087620063,87.79242769811385,87.7831202395946,18.492647121174883,-0.004491942944884343,0.000370864453170328,0.0045072266265100925
157,0.4751948298802509,374.99569998235614,727.6529103174665,0.12304817675552832,-0.0020545147703590946,0.00014784079562924784,87.78563002006271,87.78506795902479,14.785393565348091,-0.0048250785257470934,-0.00015956704069036595,0.0048277162737779475
158,0.5702337958563011,374.99239479227526,727.6531114743777,0.12304817675552832,-0.0024612123836418405,0.000172592786794528,87.7848142986966,87.78645861895016,0.014828208096309903,-0.0046296713642225654,-0.0014796336379764702,0.004860367542000699
159,0.6652727618323513,374.98893407846043,727.6513279272114,0.12304817675552832,-0.002887046908829551,-4.686944018638406e-05,87.78471641213265,87.78350677255527,0.012108306832082846,-0.004491142594633299,-0.002873530373182478,0.005331748175873627
160,0.7603117278084014,374.98538674262846,727.6472492989449,0.12304817675552832,-0.0033235401152927387,-0.0005487372120407982,87.78470466574497,87.78819923067539,0.00841503636087199,-0.004148218096537891,-0.004373345039751659,0.006027757477965159
161,0.8553506937844516,374.9820007299001,727.6420907517753,0.12304817675552832,-0.0037401828079879607,-0.0011834870359639807,87.77766846613939,87.7888740443998,-0.004554062775388528,-0.0037511248951563056,-0.005504031510604255,0.006660728252134744
162,0.9503896597605018,374.97968014488544,727.6360210712626,0.12304817675552832,-0.004025726563049596,-0.001930350156543181,87.80909231066329,87.78906674079673,-0.7183311252869763,-0.003213313687976905,-0.005302589863021167,0.006200229359689412
163,1.045428625736552,374.9779084731488,727.6318556753379,0.12304817675552832,-0.004243727540055215,-0.0024428945305426013,87.78818836731867,87.78429455186435,-3.2077999049953747,-0.0026509019631245764,-0.0035630427968072094,0.004441008352838066
164,1.1404675917126021,374.97652471091374,727.6308500676093,0.12304817675552832,-0.004413996960139618,-0.00256663272806947,87.78567989411731,87.44215953567684,-7.594916595240067,0.08228982171080233,0.1924152212416344,0.20927310415498393
165,1.2355065576886524,374.97514933041634,727.6334893265476,0.12304817675552832,-0.004583235022688945,-0.0022418767277256535,87.76084372108315,86.26386930053123,-13.89431028775694,0.4104359168173575,0.8802855805776986,0.9712673911888119
166,1.3305455236647026,375.2997924994314,728.3851713949445,0.12304817675552832,0.035363515020752946,0.09025123128832535,86.06699338520185,84.17980894497,-22.202880579638247,1.0611222319340812,2.2811375925883537,2.5158634914129494
167,1.4255844896407526,376.5647261879184,731.0355607291297,0.12304817675552832,0.19101129910571912,0.4163768065521136,81.91764113493517,81.18656232730265,-29.88115382947845,2.1211228965799687,4.56874259974556,5.037119343943085
168,1.5206234556168028,379.0758139584766,736.441289661484,0.12304817675552832,0.49999607094601245,1.081541895712925,77.36788658951252,77.23360049197163,-33.39644691109993,3.6804307424837637,7.849873747108711,8.669837847143748
169,1.615662421592853,383.1680043457401,745.2746942894231,0.12304817675552832,1.0035326370352837,2.1684762297246776,72.81944680578056,73.24278972505222,-31.81472872051367,5.6002107493710955,11.778013789646488,13.041624487251363
170,1.7107013875689032,389.18845753761855,757.948602627657,0.12304817675552832,1.744338425537929,3.727977543111047,67.99603454442804,70.39405039200626,-25.057902869664737,7.525174616764588,15.77134616529349,17.47465630215129
171,1.8057403535449534,396.9270222927521,773.8702115367266,0.12304817675552832,2.696554709361704,5.687102490386639,66.1129395506048,69.06161434293918,-12.624767761029656,9.20965336812495,19.439718454166766,21.510936026549082
172,1.9007793195210037,405.6258969108074,791.9422913740636,0.12304817675552832,3.7669353709383513,7.910838964551304,67.67394446970539,69.27917643599646,2.004209720688175,10.39804436027205,22.55041967477361,24.832252294679236
173,1.9958182854970536,414.6422057646485,811.5147604541564,0.12304817675552832,4.876375736468227,10.319195599460674,70.70570634417716,71.23437612349146,1.470059333455292,10.817764391744925,24.876964057724503,27.127244002379253
174,2.090857251473104,423.32379576948244,832.3612576472249,0.12304817675552832,5.944629557902061,12.884319070806985,73.90725727106687,74.19517982231898,-17.30607830027953,10.424413944199312,26.61834508029268,28.586792420514033
175,2.1858962174491543,430.96514895526616,854.0199546382946,0.12304817675552832,6.884884135357796,15.549382246458563,77.77203298190304,71.09261498688142,-54.336218289429624,9.369986792833148,28.006977082727126,29.532819333925268
176,2.2809351834252043,437.18464935745016,876.6665332348066,0.12304817675552832,7.650182320176811,18.336002452510133,80.91695804474243,60.83785540914356,-109.93644867060308,7.80874879733406,29.169826480287544,30.19694247220984
177,2.3759741494012543,441.81147395391054,900.1013154344397,0.12304817675552832,8.219504650938894,21.219609674837898,52.16112029251752,43.45888642961482,-183.06753691962103,5.87519486724557,30.014955324003893,30.584562410308543
178,2.4710131153773047,444.7985002678912,924.1645460700487,0.12304817675552832,8.587052792795001,24.180546331397355,19.431908455487847,18.99314409982527,-232.13112119975267,3.7142492221175845,30.650550145445486,30.874777270491677
179,2.5660520813533547,446.01297572377746,948.2748125257416,0.12304817675552832,8.736491783356144,27.147270659860343,-12.987587626576806,-12.797567240796845,-251.5586099418543,1.4264014237920697,31.858741111199414,31.890657036383303
180,2.661091047329405,445.309059395676,972.3880877235879,0.12304817675552832,8.649876162594813,30.11436520855963,-44.556678667044686,-39.21489366154699,-241.1653834751929,-0.8654061627350206,33.495410406817946,33.50658810066563
181,2.756130013305455,442.6932119366951,999.700530663421,0.12304817675552832,8.328000902096631,33.47511151504549,-78.03659865836812,-58.70149544708828,-201.5499815358154,-3.009255531094837,35.28757039350377,35.41564969230282
182,2.851168979281505,438.46939652439096,1029.4559005223648,0.12304817675552832,7.808268116660708,37.13645552487493,-79.92551181123318,-71.14165694388497,-125.55025507990324,-4.8809651946517345,37.18657529450901,37.50553563629761
183,2.9462079452575556,433.1771767516078,1060.4402020949562,0.12304817675552832,7.157070122630185,40.94901734142576,-78.00110047221858,-76.7823650884542,-53.467016840425345,-6.360604151932726,38.96629789560002,39.48201687941266
184,3.0412469112336056,427.16337155668646,1091.8841595867043,0.12304817675552832,6.417082358032188,44.81813898076369,-75.18839511056028,-72.45839934491362,-5.420742849944174,-6.496669806298203,35.91285034930912,36.4957468588319
185,3.136285877209656,420.74529674912793,1122.8704742798025,0.12304817675552832,5.627349954681523,48.63094850812246,-72.76021938989076,-64.62214363323736,30.516429271203588,-6.1976412760340445,31.764537046384344,32.36350678090253
186,3.231324843185706,417.6039827843961,1138.3909303282671,0.12304817675552832,5.240816998704593,50.54071232730035,-70.52096242583156,-61.27740442349207,52.98341936329381,-6.03407527174527,29.676727449543513,30.28395972292225
187,3.3263638091617564,414.5349736871058,1152.1260950427675,0.12304817675552832,4.863181024836886,52.23079930285648,-67.90705542141988,-56.640407527802665,55.47896996654705,-5.450049942626978,25.99867063635341,26.563770802254588
