frame,t_s,x_px_raw,y_px_raw,angle_deg_raw,mm_per_px,x_px_filt,y_px_filt,pos_outlier,x_mm,y_mm,angle_deg_unwrapped,vx_mm_s,vy_mm_s,speed_mm_s,angular_vel_dps,tail_trimmed
0,0.0,169.72015380859375,230.09654235839844,0.0,0.1836734693877551,170.2237752278646,230.04271443684897,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.03333333333333333,170.39468383789062,229.99989318847656,0.0,0.1836734693877551,170.1743507385254,230.04312896728516,0,-0.009077967429650613,7.613824337937558e-05,0.0,0.0,0.0,0.0,0.0,0
2,0.06666666666666667,170.55648803710938,230.03170776367188,0.0,0.1836734693877551,170.0667755126953,230.04124755859374,0,-0.028836682378031497,-0.0002694266183098648,0.0,0.0,0.0,0.0,0.0,0
3,0.1,170.0260772705078,230.04437255859375,0.0,0.1836734693877551,170.0968048095703,230.0527374267578,0,-0.023321097237726462,0.0018409573301880755,0.0,0.0,0.0,0.0,0.0,0
4,0.13333333333333333,169.636474609375,230.03372192382812,0.0,0.1836734693877551,170.03480529785156,230.09139099121094,0,-0.034708762655455416,0.008940591617502491,0.0,0.0,0.0,0.0,0.0,0
5,0.16666666666666666,169.87030029296875,230.15399169921875,0.0,0.1836734693877551,169.97787475585938,230.13009643554688,0,-0.045165392817285266,0.016049754862876853,0.0,0.0,0.0,0.0,0.0,0
6,0.2,170.08468627929688,230.1931610107422,0.0,0.1836734693877551,170.04065856933593,230.17554931640626,0,-0.033633671974651946,0.0243982431839882,0.0,0.0,0.0,0.0,0.0,0
7,0.23333333333333334,170.27183532714844,230.22523498535156,0.0,0.1836734693877551,170.1727325439453,230.22307434082032,0,-0.00937518684231975,0.03312732930086071,0.0,0.0,0.0,0.0,0.0,0
8,0.26666666666666666,170.33999633789062,230.27163696289062,0.0,0.1836734693877551,170.25582580566407,230.23898315429688,0,0.0058868408203132105,0.03604935626594141,0.0,0.0,0.0,0.0,0.0,0
9,0.3,170.29684448242188,230.27134704589844,0.0,0.1836734693877551,170.2898712158203,230.23599243164062,0,0.012140079420436933,0.03550003985969141,0.0,0.0,0.0,0.0,0.0,0
10,0.3333333333333333,170.2857666015625,230.23353576660156,0.0,0.1836734693877551,170.25515441894532,230.2149230957031,0,0.00576352489238019,0.031630161830349834,0.0,0.0,0.0,0.0,0.0,0
11,0.36666666666666664,170.25491333007812,230.17820739746094,0.0,0.1836734693877551,170.20201110839844,230.17543029785156,0,-0.003997491330519409,0.024376382633128912,0.0,0.0,0.0,0.0,0.0,0
12,0.4,170.09825134277344,230.11988830566406,0.0,0.1836734693877551,170.15633544921874,230.13173217773436,0,-0.012386898118624146,0.01635019730547782,0.0,0.0,0.0,0.0,0.0,0
13,0.43333333333333335,170.07427978515625,230.0741729736328,0.0,0.1836734693877551,170.11348571777344,230.09426574707032,0,-0.020257256955517278,0.009468607999835399,0.0,0.0,0.0,0.0,0.0,0
14,0.4666666666666667,170.06846618652344,230.0528564453125,0.0,0.1836734693877551,170.04843444824218,230.07250061035157,0,-0.03220544931840408,0.005470929827005477,0.0,0.0,0.0,0.0,0.0,0
15,0.5,170.07151794433594,230.04620361328125,0.0,0.1836734693877551,170.0504119873047,230.05753479003906,0,-0.031842227857939776,0.002722105687972487,0.0,0.0,0.0,0.0,0.0,0
16,0.5333333333333333,169.92965698242188,230.0693817138672,0.0,0.1836734693877551,170.10513916015626,230.05068359375,0,-0.021790298150509813,0.0014637226961013994,0.0,0.0,0.0,0.0,0.0,0
17,0.5666666666666667,170.10813903808594,230.04505920410156,0.0,0.1836734693877551,170.18624877929688,230.05479125976564,0,-0.00689261300223265,0.002218191964281857,0.0,0.0,0.0,0.0,0.0,0
18,0.6,170.34791564941406,230.0399169921875,0.0,0.1836734693877551,170.27816162109374,230.06435852050782,0,0.009989337531884246,0.003975443937335399,0.0,0.0,0.0,0.0,0.0,0
19,0.6333333333333333,170.47401428222656,230.07339477539062,0.0,0.1836734693877551,170.39789733886718,230.06365966796875,0,0.031981612224964096,0.003847083266897755,0.0,0.0,0.0,0.0,0.0,0
20,0.6666666666666666,170.5310821533203,230.0940399169922,0.0,0.1836734693877551,170.45054626464844,230.07562561035155,0,0.04165182308274851,0.00604490941883995,0.0,0.0,0.0,0.0,0.0,0
